algoritmo;vertices;arestas;densidade;semente;repeticao;tempo_ms
Floyd-Warshall;150;4470;intermediario;52;12;399,433084
Floyd-Warshall;150;4470;intermediario;52;13;403,814592
Floyd-Warshall;150;4470;intermediario;52;14;402,813109
Floyd-Warshall;150;4470;intermediario;52;15;400,921137
Floyd-Warshall;150;4470;intermediario;52;16;404,993618
Floyd-Warshall;150;4470;intermediario;52;17;420,269600
Floyd-Warshall;150;4470;intermediario;52;18;403,941269
Floyd-Warshall;150;4470;intermediario;52;19;398,402579
Floyd-Warshall;150;4470;intermediario;52;20;408,517517
Floyd-Warshall;150;4470;intermediario;52;21;403,828969
Floyd-Warshall;150;4470;intermediario;52;22;403,711922
Floyd-Warshall;150;4470;intermediario;52;23;405,181422
Floyd-Warshall;150;4470;intermediario;52;24;407,984834
Floyd-Warshall;150;4470;intermediario;52;25;404,111031
Floyd-Warshall;150;4470;intermediario;52;26;398,838430
Floyd-Warshall;150;4470;intermediario;52;27;401,058071
Floyd-Warshall;150;4470;intermediario;52;28;401,596929
Floyd-Warshall;150;4470;intermediario;52;29;408,692757
Floyd-Warshall;150;4470;intermediario;52;30;397,149232
Floyd-Warshall;150;11175;denso;53;1;422,198967
Floyd-Warshall;150;11175;denso;53;2;414,417238
Floyd-Warshall;150;11175;denso;53;3;419,164451
Floyd-Warshall;150;11175;denso;53;4;420,132915
Floyd-Warshall;150;11175;denso;53;5;418,363309
Floyd-Warshall;150;11175;denso;53;6;422,274058
Floyd-Warshall;150;11175;denso;53;7;421,024904
Floyd-Warshall;150;11175;denso;53;8;409,065655
Floyd-Warshall;150;11175;denso;53;9;414,547794
Floyd-Warshall;150;11175;denso;53;10;412,930182
Floyd-Warshall;150;11175;denso;53;11;424,223823
Floyd-Warshall;150;11175;denso;53;12;414,638963
Floyd-Warshall;150;11175;denso;53;13;416,801524
Floyd-Warshall;150;11175;denso;53;14;412,255428
Floyd-Warshall;150;11175;denso;53;15;416,666691
Floyd-Warshall;150;11175;denso;53;16;416,837579
Floyd-Warshall;150;11175;denso;53;17;420,603160
Floyd-Warshall;150;11175;denso;53;18;412,295628
Floyd-Warshall;150;11175;denso;53;19;411,780791
Floyd-Warshall;150;11175;denso;53;20;417,380347
Floyd-Warshall;150;11175;denso;53;21;415,133686
Floyd-Warshall;150;11175;denso;53;22;414,735531
Floyd-Warshall;150;11175;denso;53;23;415,674207
Floyd-Warshall;150;11175;denso;53;24;417,102577
Floyd-Warshall;150;11175;denso;53;25;412,593924
Floyd-Warshall;150;11175;denso;53;26;414,700854
Floyd-Warshall;150;11175;denso;53;27;413,090916
Floyd-Warshall;150;11175;denso;53;28;408,621552
Floyd-Warshall;150;11175;denso;53;29;413,035865
Floyd-Warshall;150;11175;denso;53;30;413,712565
